timestamp,price
2025-08-04 09:30:00.000,99.97755133318007
2025-08-04 09:30:00.001,99.95479893922708
2025-08-04 09:30:00.002,99.89565904613065
2025-08-04 09:30:00.003,99.81573628072073
2025-08-04 09:30:00.004,99.9347472307867
2025-08-04 09:30:00.005,99.79815774423892
2025-08-04 09:30:00.006,99.87025333397366
2025-08-04 09:30:00.007,99.73769715872493
2025-08-04 09:30:00.008,99.92339032353526
2025-08-04 09:30:00.009,100.04810835726401
2025-08-04 09:30:00.010,99.91268252082395
2025-08-04 09:30:00.011,99.83863517373803
2025-08-04 09:30:00.012,99.8620427163906
2025-08-04 09:30:00.013,99.72581924068298
2025-08-04 09:30:00.014,99.72720678209421
2025-08-04 09:30:00.015,99.858163203656
2025-08-04 09:30:00.016,99.96637075154067
2025-08-04 09:30:00.017,100.04456562575244
2025-08-04 09:30:00.018,99.91852478188761
2025-08-04 09:30:00.019,100.07449684476185
2025-08-04 09:30:00.020,100.11642147417471
2025-08-04 09:30:00.021,100.1248600568688
2025-08-04 09:30:00.022,100.22178705968906
2025-08-04 09:30:00.023,100.3711287371794
2025-08-04 09:30:00.024,100.53597327019703
2025-08-04 09:30:00.025,100.62605194597096
2025-08-04 09:30:00.026,100.61154963786363
2025-08-04 09:30:00.027,100.73438970946151
2025-08-04 09:30:00.028,100.79258308148829
2025-08-04 09:30:00.029,100.79866844539207
2025-08-04 09:30:00.030,100.7854587826999
2025-08-04 09:30:00.031,100.60300243859471
2025-08-04 09:30:00.032,100.64449576851
2025-08-04 09:30:00.033,100.76613291622051
2025-08-04 09:30:00.034,100.6537669870778
2025-08-04 09:30:00.035,100.83614094387396
2025-08-04 09:30:00.036,100.76590633654904
2025-08-04 09:30:00.037,100.86680155849119
2025-08-04 09:30:00.038,100.81174666972551
2025-08-04 09:30:00.039,100.95458436193393
2025-08-04 09:30:00.040,101.01275822131686
2025-08-04 09:30:00.041,101.15682689773371
2025-08-04 09:30:00.042,101.3653413088077
2025-08-04 09:30:00.043,101.23766277073221
2025-08-04 09:30:00.044,101.3079676621038
2025-08-04 09:30:00.045,101.3211487277969
2025-08-04 09:30:00.046,101.33606083628865
2025-08-04 09:30:00.047,101.34223417363285
2025-08-04 09:30:00.048,101.33779642934081
2025-08-04 09:30:00.049,101.28322778939022
2025-08-04 09:30:00.050,101.21178865726526
2025-08-04 09:30:00.051,101.23542681610365
2025-08-04 09:30:00.052,101.21471713274515
2025-08-04 09:30:00.053,101.23244564208075
2025-08-04 09:30:00.054,101.3061705925259
2025-08-04 09:30:00.055,101.33686695145381
2025-08-04 09:30:00.056,101.33678071870987
2025-08-04 09:30:00.057,101.21970754633878
2025-08-04 09:30:00.058,101.0111677390087
2025-08-04 09:30:00.059,100.98280799234239
2025-08-04 09:30:00.060,100.98901879596765
2025-08-04 09:30:00.061,100.91553599018283
2025-08-04 09:30:00.062,100.77798312399462
2025-08-04 09:30:00.063,100.86893483267599
2025-08-04 09:30:00.064,100.8832966826286
2025-08-04 09:30:00.065,100.7884473056276
2025-08-04 09:30:00.066,100.75862609789048
2025-08-04 09:30:00.067,100.72451483493272
2025-08-04 09:30:00.068,100.743380312842
2025-08-04 09:30:00.069,100.61650076250372
2025-08-04 09:30:00.070,100.62113110862985
2025-08-04 09:30:00.071,100.6220496560813
2025-08-04 09:30:00.072,100.60845101039992
2025-08-04 09:30:00.073,100.6784286780541
2025-08-04 09:30:00.074,100.67426521929272
2025-08-04 09:30:00.075,100.54911034356952
2025-08-04 09:30:00.076,100.60560996395395
2025-08-04 09:30:00.077,100.50426799738052
2025-08-04 09:30:00.078,100.47411232303753
2025-08-04 09:30:00.079,100.53178047588491
2025-08-04 09:30:00.080,100.59610840255172
2025-08-04 09:30:00.081,100.54944874152513
2025-08-04 09:30:00.082,100.58666167796714
2025-08-04 09:30:00.083,100.58800556453856
2025-08-04 09:30:00.084,100.60969883245176
2025-08-04 09:30:00.085,100.68886724493083
2025-08-04 09:30:00.086,100.58550056999657
2025-08-04 09:30:00.087,100.68461107827618
2025-08-04 09:30:00.088,100.51107502614502
2025-08-04 09:30:00.089,100.37459877621932
2025-08-04 09:30:00.090,100.55346087795684
2025-08-04 09:30:00.091,100.57549043975926
2025-08-04 09:30:00.092,100.6399149262932
2025-08-04 09:30:00.093,100.64492806348862
2025-08-04 09:30:00.094,100.70467290679018
2025-08-04 09:30:00.095,100.62458609092666
2025-08-04 09:30:00.096,100.53842518706004
2025-08-04 09:30:00.097,100.52286951341299
2025-08-04 09:30:00.098,100.50472543276544
2025-08-04 09:30:00.099,100.32670193888956
2025-08-04 09:30:00.100,100.28920554721714
2025-08-04 09:30:00.101,100.29300478155282
2025-08-04 09:30:00.102,100.15630966697314
2025-08-04 09:30:00.103,100.14291709474877
2025-08-04 09:30:00.104,100.2773336757988
2025-08-04 09:30:00.105,100.47158705735963
2025-08-04 09:30:00.106,100.45730785932702
2025-08-04 09:30:00.107,100.6020400866762
2025-08-04 09:30:00.108,100.77107329127819
2025-08-04 09:30:00.109,100.75477157752958
2025-08-04 09:30:00.110,100.87148607781444
2025-08-04 09:30:00.111,100.92338624058246
2025-08-04 09:30:00.112,100.7987881937957
2025-08-04 09:30:00.113,100.70346764078633
2025-08-04 09:30:00.114,100.66964047534941
2025-08-04 09:30:00.115,100.63790457155079
2025-08-04 09:30:00.116,100.566767213869
2025-08-04 09:30:00.117,100.66804724342602
2025-08-04 09:30:00.118,100.54247473689243
2025-08-04 09:30:00.119,100.66540272174778
2025-08-04 09:30:00.120,100.57626941113159
2025-08-04 09:30:00.121,100.42892203346129
2025-08-04 09:30:00.122,100.49211477215927
2025-08-04 09:30:00.123,100.3827225319143
2025-08-04 09:30:00.124,100.21757346878157
2025-08-04 09:30:00.125,100.2118914676894
2025-08-04 09:30:00.126,100.08719268745067
2025-08-04 09:30:00.127,100.20898948456362
2025-08-04 09:30:00.128,100.18364493573412
2025-08-04 09:30:00.129,100.27145286868559
2025-08-04 09:30:00.130,100.23481432047132
2025-08-04 09:30:00.131,100.20997163372913
2025-08-04 09:30:00.132,100.33345928645564
2025-08-04 09:30:00.133,100.24668231789697
2025-08-04 09:30:00.134,100.16018519140148
2025-08-04 09:30:00.135,100.06997254360803
2025-08-04 09:30:00.136,100.39774612901243
2025-08-04 09:30:00.137,100.45063185750993
2025-08-04 09:30:00.138,100.51480514117976
2025-08-04 09:30:00.139,100.32029493969021
2025-08-04 09:30:00.140,100.28074553464103
